Date,^AXJO,^BSESN,^GSPC,^HSI,^JKSE,^KLSE,^KS11,^N225,^NSEI,^NZ50,^STI,^TWII
2011-02-09,4904.7998046875,17592.76953125,1320.8800048828125,23164.029296875,3417.470947265625,1536.0699462890625,2045.5799560546875,10617.830078125,5253.5498046875,3386.47998046875,3150.56005859375,9006.8203125
2011-02-10,4914.39990234375,17463.0390625,1321.8699951171875,22708.619140625,3373.64404296875,1503.989990234375,2008.5,10605.650390625,5225.7998046875,3365.8701171875,3103.389892578125,8836.5595703125
2011-02-11,4880.89990234375,17728.609375,1329.1500244140625,22828.919921875,3391.76611328125,1494.52001953125,1977.18994140625,10605.650390625,5310.0,3367.43994140625,3077.27001953125,8609.8603515625
2011-02-14,4935.7998046875,18202.19921875,1332.3199462890625,23121.060546875,3416.76708984375,1505.3299560546875,2014.5899658203125,10725.5400390625,5456.0,3383.469970703125,3104.419921875,8685.4697265625
2011-02-15,4931.0,18273.80078125,1328.010009765625,22899.779296875,3416.76708984375,1505.3299560546875,2010.52001953125,10746.669921875,5481.0,3390.090087890625,3080.659912109375,8721.9296875
2011-02-16,4930.2001953125,18300.900390625,1336.3199462890625,23156.970703125,3416.784912109375,1506.300048828125,1989.1099853515625,10808.2900390625,5481.7001953125,3384.47998046875,3094.719970703125,8712.9599609375
2011-02-17,4938.39990234375,18506.8203125,1340.4300537109375,23301.83984375,3434.3798828125,1508.56005859375,1977.219970703125,10836.6396484375,5546.4501953125,3395.699951171875,3082.830078125,8683.8798828125
2011-02-18,4936.7001953125,18211.51953125,1343.010009765625,23595.240234375,3501.4970703125,1517.56005859375,2013.1400146484375,10842.7998046875,5458.9501953125,3412.739990234375,3086.919921875,8843.83984375
2011-02-22,4856.7001953125,18296.16015625,1315.43994140625,22990.810546875,3451.10009765625,1513.6300048828125,1969.9200439453125,10664.7001953125,5469.2001953125,3358.7099609375,3019.1201171875,8673.669921875
2011-02-23,4845.89990234375,18178.330078125,1307.4000244140625,22906.900390625,3474.123046875,1511.1099853515625,1961.6300048828125,10579.099609375,5437.35009765625,3372.070068359375,3001.85009765625,8528.9404296875
2011-02-24,4809.2998046875,17632.41015625,1306.0999755859375,22601.0390625,3439.132080078125,1489.8699951171875,1949.8800048828125,10452.7099609375,5262.7001953125,3368.35009765625,2973.080078125,8541.6396484375
2011-02-25,4836.5,17700.91015625,1319.8800048828125,23012.369140625,3443.530029296875,1489.27001953125,1963.4300537109375,10526.759765625,5303.5498046875,3363.909912109375,3025.159912109375,8599.650390625
2011-02-28,4831.7001953125,17823.400390625,1327.219970703125,23338.01953125,3470.347900390625,1491.25,1939.300048828125,10624.08984375,5333.25,3370.52001953125,3010.510009765625,8599.650390625
